Gene	CRE1	CRE2	CRE3	CRE4	FLOX1A	FLOX1	FLOX2A	FLOX2	FLOX3	FLOX4A
0610009B22Rik	10.99801293	10.18116545	7.779694086	7.579565831	8.097356424	14.11185091	9.194895888	10.11748766	7.160400924	7.750105395
0610010K14Rik	1.515692538	1.849387732	1.512040857	1.134099626	1.097641649	1.170760964	1.47740399	1.524291926	1.044225135	1.208256966
0610012G03Rik	51.25628546	57.78860015	32.24061311	41.5080463	39.7670171	48.60748646	41.30899315	31.53378922	35.13071703	31.1557689
0610030E20Rik	0.480585439	0.648238999	0.292653069	0.756066417	0.269911881	0.355409578	0.330471945	0.552555823	1.118812644	0.466041972
0610040J01Rik	4.454657337	4.499541285	5.121428709	6.029629676	11.42626962	3.930411808	11.58595761	4.496661181	5.127891287	8.889319105
1110004F10Rik	103.4182896	90.42934032	82.94275733	84.58493041	111.5815715	120.4420342	107.8893704	113.2929974	92.71227447	101.6661933
1110017D15Rik	0.203324609	0.59104144	0.024387756	0.207918265	0.089970627	0.041812892	0.15551621	0.038107298	0.167821897	0
1110032A03Rik	8.077532183	8.026724072	6.999285902	6.728991112	5.956055503	6.062869278	4.451651498	7.240386648	4.270134926	5.350852277
1110032F04Rik	0	0.190658529	0.365816336	0.359131548	0.107964752	0.020906446	0.272153367	0	0.316996916	0.414259531
1110038F14Rik	18.98312483	22.07825766	18.4127556	21.26436798	35.21450338	23.66609663	33.86365462	19.16797097	18.46040863	23.31935944
1110051M20Rik	5.656120934	4.518607138	3.975204188	3.629118802	3.904725209	5.226611447	4.237816709	5.125431601	4.419309945	3.797379035
1110059E24Rik	20.2400406	17.67404564	12.02316359	13.25006396	14.32332381	22.39080344	18.25371509	17.49124985	14.67509252	19.17676413
1110059G10Rik	15.5635746	12.69785803	10.3647962	12.55070252	12.46992889	15.44986344	12.2469015	13.22323246	12.10182344	11.72009257
1110065P20Rik	3.29016185	4.347014462	4.097142967	4.404086879	7.503550286	6.041962833	7.095427059	3.391549535	4.400663068	4.971114373
1190005I06Rik	0.055452166	0.076263412	0	0	0	0	0.058318579	0.057160947	0	0
1190007I07Rik	3.086837242	1.830321879	2.146122507	1.927969363	2.321242175	3.616815121	3.732389029	3.448710482	1.473103315	1.846907076
1300017J02Rik	0.129388387	0.038131706	0.390204092	0	0.287906006	0.083625783	0.038879052	0.304858385	0.07458751	0.017260814
1500009L16Rik	0.406649217	0	0.024387756	0	0.431859009	0.229970904	0.427669576	0.152429193	0.018646877	0.466041972
1500011B03Rik	17.6707569	18.64640414	17.63234741	15.38595159	20.36934994	19.81931061	17.34005736	16.25276266	12.99687355	12.58313326
1600012H06Rik	29.66690882	30.42910123	30.31398041	27.35070264	23.57230426	29.62443368	27.81796198	34.42994388	28.43648805	31.24207297
1600014C10Rik	35.74816303	44.30904215	47.89755231	47.84010254	84.21250681	34.72560645	92.41550751	33.55347602	42.79458365	96.05642878
1600014C23Rik	0.036968111	0.476646323	0.121938779	0.43473819	0.521829636	0.209064458	0.583185786	0.133375544	0.316996916	0.310694648
1700001C19Rik	0	0	0	0.01890166	0.143953003	0	0	0.019053649	0	0
1700001K19Rik	0.591489771	0.648238999	0.560918382	0.774968077	1.151624025	0.710819157	0.213834788	0.476341227	0.130528142	0.36247709
1700001O22Rik	0.129388387	0.114395117	0	0.075606642	0.071976502	0	0.019439526	0.171482842	0.07458751	0.120825697
1700001P01Rik	0.036968111	0.019065853	0.219489802	0.094508302	0.017994125	0	0.038879052	0.152429193	0.111881264	0
1700003E16Rik	0.203324609	0.209724382	0.317040825	0.302426567	0.629794389	0.146345121	0.116637157	0.114321894	0.07458751	0.241651393
1700003F12Rik	1.293883874	1.677795055	0.512142871	1.304214569	0.431859009	1.212573856	1.088613467	0.762145963	0.764521974	0.379737904
1700007K13Rik	0.018484055	0.076263412	0.024387756	0.113409963	0.017994125	0.041812892	0.272153367	0	0	0.155347324
1700008O03Rik	0.110904332	0.076263412	0	0	0	0	0.058318579	0.019053649	0.037293755	0.034521628
1700010I14Rik	1.977793921	1.258346292	0.609693894	1.531034494	1.205606401	2.027925241	1.049734414	1.829150311	0.727228219	1.104692083
1700011L22Rik	0.036968111	0	0.024387756	0	0.017994125	0.020906446	0	0.114321894	0.018646877	0
1700012B07Rik	0	0	0	0	0	0	0.038879052	0	0	0
1700012B09Rik	0.905718712	0.629173146	1.048673498	1.417624532	2.033336169	0.689912711	1.535722569	0.647824069	1.696865844	2.192123352
1700013F07Rik	0	0.076263412	0.024387756	0	0.017994125	0	0.077758105	0	0	0
1700016C15Rik	0.073936221	0	0.195102046	0	0	0	0	0.019053649	0	0.017260814
1700016D06Rik	0	0	0.097551023	0.037803321	0.017994125	0.020906446	0	0	0	0
1700017B05Rik	160.1643395	157.217023	334.0147028	289.0252896	132.022898	131.6687956	140.8588068	186.7257609	195.1022783	131.9243998
1700019A02Rik	0.018484055	0.114395117	0.024387756	0	0	0	0.038879052	0	0	0.086304069
1700019D03Rik	0.480585439	0.45758047	0.243877558	0.226819925	1.043659272	0.418128916	0.680383417	0.743092314	0.988284503	0.880301504
1700020L24Rik	0.369681107	0.324119499	0.317040825	0.585951473	1.511506532	0.229970904	1.049734414	0.552555823	0.42887818	0.241651393
1700020N01Rik	0	0	0.121938779	0.226819925	0	0.041812892	0	0.152429193	0.018646877	0
1700022I11Rik	0.092420277	0.13346097	0.024387756	0.056704981	0.125958878	0.062719337	0.019439526	0.323912034	0.018646877	0.069043255
1700025G04Rik	18.13285829	18.62733829	14.65704121	13.34457226	11.5522285	21.13641669	12.14970387	17.24355241	15.92443331	18.19289774
1700028J19Rik	0.295744885	0.247856088	0.390204092	0.264623246	0.881712144	0.292690241	0.330471945	0.552555823	0.149175019	0.552346041
1700028K03Rik	0	0.038131706	0	0	0	0	0.019439526	0	0	0
1700028P14Rik	0	0	0	0	0	0	0	0	0	0
1700029H14Rik	0.499069494	0.686370705	0.390204092	1.153001286	0.215929505	0.020906446	0.311032419	0.019053649	0	0.086304069
1700029I15Rik	0.665425992	0.381317058	0.658469405	0.623754794	0.593806138	0.54356759	0.894218205	0.247697438	0.298350039	0.897562317
1700029J07Rik	0.073936221	0.285987794	0.487755115	0.661558115	0.647788514	0.083625783	0.116637157	0.495394876	0.372937548	0.483302786
1700030J22Rik	1.959309866	1.944716996	4.170306234	3.610217141	1.133629899	1.400731868	0.738701995	1.162272594	1.771453354	1.36360429
1700030K09Rik	3.622874847	2.783614524	3.21918376	2.68403578	3.994695836	4.160382712	4.121179552	4.591929427	4.475250578	4.246160194
1700034I23Rik	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	1.682049036	1.410873115	2.170510262	2.098084307	2.645136432	2.487867049	2.391061721	1.600506522	1.920628373	1.674298938
1700037H04Rik	33.10494311	33.76562549	31.02122532	34.8168585	29.90623639	32.92765212	25.21306547	30.25719473	30.22658828	17.96850716
1700056E22Rik	0.887234656	1.487136526	0.682857161	1.020689663	1.349559404	0.919883615	0.835899626	0.495394876	0.559406322	1.173735338
1700057G04Rik	0	0	0	0	0.053982376	0.083625783	0.019439526	0	0	0
1700064H15Rik	0	0	0.024387756	0	0.089970627	0.062719337	0	0.019053649	0.018646877	0
1700066B19Rik	0.27726083	0.247856088	0.073163267	0.037803321	0.575812012	0.334503133	0.622064838	0.190536491	0.261056284	0.207129766
1700066M21Rik	7.578462689	7.645407014	6.43836752	4.744316767	5.254284613	7.400881809	5.345869702	9.86979022	7.216341556	6.162110525
1700067K01Rik	0.314228941	0.152526823	0.146326535	0.45363985	0.683776765	0.355409578	0.077758105	0.60971677	0.335643793	0.103564883
1700088E04Rik	0.369681107	0.533843881	0.63408165	0.604853134	0.323894257	0.292690241	0.25271384	0.762145963	0.596700077	0.345216276
1700092M07Rik	0.443617328	0.095329265	0.097551023	0.132311623	0.341888382	0.334503133	0.272153367	0.514448525	0.298350039	0.155347324
1700094D03Rik	0.536037605	1.18208288	2.828979668	2.287100912	0.899706269	0.585380482	0.797020574	0.971736103	1.249340786	1.035648828
1700102P08Rik	0.887234656	0.953292645	1.146224521	0.831673059	0.917700395	0.355409578	0.738701995	0.514448525	0.5780532	0.396998717
1700109H08Rik	1.534176593	1.258346292	1.78030617	2.438314195	1.475518282	0.815351386	1.535722569	2.248330591	2.125744024	1.881428704
1700113H08Rik	0	0	0	0	0	0.020906446	0	0	0	0
1700123O20Rik	26.41371508	27.5692233	26.80214358	30.16705004	36.20418028	30.83700754	31.93914153	22.27371577	23.32724364	27.46195475
1700125H20Rik	0	0	0	0.075606642	0.161947128	0	0.097197631	0.019053649	0	0.086304069
1810009A15Rik	0.073936221	0	0.146326535	0.151213283	0.125958878	0.062719337	0.213834788	0.095268245	0.242409406	0.379737904
1810010H24Rik	0.221808664	0.209724382	0.073163267	0.170114944	0.23392363	0.334503133	0.291592893	0.323912034	0.335643793	0.224390579
1810013L24Rik	108.1132397	101.0299545	119.2805134	114.6952755	64.83283377	83.01949622	66.79421199	113.1405682	108.5621203	94.43391228
1810020O05Rik	0	0.038131706	0	0.132311623	0.017994125	0	0.058318579	0.019053649	0	0.017260814
1810024B03Rik	0.240292719	0.152526823	1.048673498	0.756066417	0.611800263	0.480848253	0.738701995	0.704985016	0.42887818	0.224390579
1810030O07Rik	45.58168047	44.23277874	38.16683776	40.94099648	40.36082324	49.02561537	38.8207338	47.3673716	43.54045875	39.69987173
1810037I17Rik	88.26136425	99.21869851	58.53061382	80.93690994	98.31990111	95.5215508	91.56016836	42.14667175	62.57892058	61.50027956
1810049J17Rik	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	7.707851077	7.378485073	8.365000224	7.636270812	8.187327051	9.03158458	8.222919579	10.51761429	11.35594834	10.71896537
1810058I24Rik	51.60748251	55.10031489	56.06745048	64.68148198	59.20067252	51.61801465	58.59073194	41.1939893	41.30283346	36.42031711
1810062G17Rik	0.295744885	0.095329265	0.243877558	0.01890166	0.179941254	0.062719337	0.233274314	0.152429193	0.037293755	0.379737904
1810065E05Rik	0	0	0	0	0	0	0.077758105	0	0	0.017260814
2010109A12Rik	0.110904332	0.171592676	0.195102046	0.283524906	0.197935379	0.104532229	0.272153367	0.019053649	0.07458751	0.120825697
2010315B03Rik	0.905718712	0.762634116	0.609693894	0.793869738	0.665782639	1.421638314	0.544306733	1.390916382	1.118812644	1.018388014
2200002D01Rik	0.314228941	0.400382911	0.414591848	0.396934869	0.323894257	0.648099819	0.797020574	0.514448525	0.466171935	0.327955462
2200002J24Rik	0.055452166	0	0	0	0.089970627	0.041812892	0.174955736	0	0.037293755	0.172608138
2210016F16Rik	51.49657818	52.25950281	34.85010298	49.14431711	58.51689575	65.2490173	59.54326872	41.57506228	49.41422513	45.96554714
2210016L21Rik	23.19748945	24.51868683	16.63244943	21.15095802	25.26375204	23.37340639	21.34459976	21.64494535	19.80298381	18.03755042
2210408I21Rik	2.199602585	2.345099907	1.463265345	1.606641136	0.503835511	2.069738133	0.40823005	2.457920731	0.950990748	0.86304069
2300009A05Rik	1.922341755	1.582465791	1.048673498	0.945083021	1.331565279	1.19166741	1.146932045	2.26738424	1.361222051	1.242778593
2310009B15Rik	4.60252978	5.510031489	3.731326631	4.593103483	8.367268304	6.418278857	6.259527433	3.258173992	3.748022359	4.608637284
2310011J03Rik	44.36173282	47.49303958	38.77653165	46.17675642	71.36470128	53.08146585	73.24813469	42.41342284	41.86223978	43.23833856
2310022A10Rik	150.7374713	160.8776668	146.9118407	176.2957868	137.0252648	91.02666496	128.9034982	90.04754552	125.4934849	100.5269795
2310022B05Rik	26.67249186	24.88093804	27.19234767	27.4641126	35.48441526	23.3315935	34.13580799	22.10223293	25.06140323	32.19141773
2310030G06Rik	0	0	0	0	0.215929505	0	0.097197631	0.095268245	0.07458751	0.086304069
2310033P09Rik	12.82793441	14.43285065	12.2914289	17.23831431	20.78321482	19.50571392	18.09819888	12.32771095	12.08317656	12.46230756
2310034G01Rik	0.184840553	0.114395117	0.048775512	0.264623246	0.341888382	0.167251566	0.777581048	0.228643789	0.186468774	0.327955462
2310039H08Rik	7.06090914	5.376570519	5.194591976	5.76500643	14.07140605	9.82602952	11.60539714	7.430923139	6.824757131	7.335845863
2310057M21Rik	8.003595962	6.101072929	8.584490026	7.957599039	6.189979133	8.069888074	6.648317957	8.383605593	8.819973013	6.697195753
2310061I04Rik	15.41570215	14.56631162	12.26704115	14.55427853	21.86286234	14.46726048	17.61221073	13.66146639	12.92228604	14.86156068
2410002F23Rik	10.18471449	10.73407518	12.48653095	11.07637301	19.93749093	17.01784687	20.15878866	23.7217931	18.59093677	16.81203264
2410004B18Rik	25.56344853	26.06302092	24.63163331	24.62886353	18.46197265	27.57560199	18.00100125	20.25402897	20.56750578	18.05481123
2410004P03Rik	0.665425992	0.381317058	1.195000032	1.153001286	0.755753266	0.104532229	0.369350998	0.20959014	0.111881264	0.241651393
2510002D24Rik	2.791092356	4.27075105	2.170510262	2.854150724	4.138648839	3.073247531	2.877049876	2.438867081	2.200331534	2.174862538
2510009E07Rik	25.63738476	17.29272858	44.2637767	40.33614335	40.86465875	42.54461718	46.32439091	62.13394963	40.63154587	26.5298708
2510039O18Rik	115.1556648	123.0128829	114.5980643	109.100384	127.6863137	106.8528444	124.3740886	105.6905914	105.2056823	90.94722789
2610002M06Rik	19.94429571	19.31370899	16.38857187	16.00970638	15.78084796	22.3280841	15.60993953	21.74021359	20.45562452	19.2630682
2610008E11Rik	4.103460285	5.872282694	2.877755179	3.855938727	4.6784726	6.188307953	4.179498131	5.582719179	4.736306861	5.09194007
2610021A01Rik	6.081254207	4.785529079	4.536122571	4.782120088	3.796760456	6.920033556	3.499114714	8.955215065	6.078882035	5.627025298
2610042L04Rik	0	0	0	0	0	0	0	0	0	0
2610044O15Rik8	4.87979061	3.870368139	4.170306234	3.062068989	3.526848576	4.91301476	3.790707607	4.001266306	3.244556669	3.521206014
2610318N02Rik	2.717156135	2.040046261	2.268061285	1.663346117	3.598825077	7.359068917	4.198937657	6.687830825	5.985647648	3.037903228
2610507B11Rik	303.9702901	285.5111472	266.6069459	239.9943824	181.3268015	293.5892182	193.6371204	413.5213459	307.2818928	217.2963849
2610528A11Rik	0.166356498	0.13346097	0.121938779	0	0.161947128	0.083625783	0.25271384	0.362019332	0.093234387	0.069043255
2700049A03Rik	6.635775867	5.738821724	6.072551183	4.87662839	5.038355108	7.547226929	4.801562969	9.850736571	6.134822667	8.250668995
2700062C07Rik	6.210642594	6.425192428	4.267857257	4.290676917	8.871103815	10.30687777	7.775810476	7.926318015	5.817825751	6.852543077
2700097O09Rik	6.746680199	5.548163195	7.682143063	7.182630962	6.873755897	7.379975363	6.512241274	9.317234397	6.768816499	9.113709684
2810004N23Rik	21.42302014	23.58446004	18.14449028	20.05466171	24.05814564	30.37706573	24.90203305	24.25529527	25.30381264	21.04093202
2810021J22Rik	2.18111853	1.487136526	2.048571484	1.417624532	1.439530031	2.989621748	2.04115025	4.458553883	2.573269082	3.296815435
2810408A11Rik	0.092420277	0.324119499	0.146326535	0.226819925	0.323894257	0.585380482	0.40823005	0.190536491	0.07458751	0.327955462
2810459M11Rik	0	0	0	0.037803321	0.053982376	0.020906446	0	0.019053649	0.018646877	0
2900026A02Rik	2.014762032	1.105819468	2.316836797	1.190804607	5.830096625	6.606436869	6.551120326	9.66020008	5.090597532	5.627025298
3110001I22Rik	4.805854388	5.052451019	7.535816529	4.782120088	4.156642964	6.606436869	4.509970076	4.953948759	5.780531996	5.834155063
3110009E18Rik	0.83178249	0.705436557	0.780408184	1.115197965	1.16961815	1.463451205	1.555162095	0.81930691	0.988284503	1.432647545
3110021N24Rik	0.110904332	0	0	0.170114944	0.737759141	0.083625783	0.583185786	0	0.316996916	0.034521628
3110040N11Rik	13.56729662	15.48147256	9.267347187	11.20868463	11.480252	14.67632494	14.07421696	9.450609941	10.08796068	10.68444374
3110082I17Rik	19.83339138	16.70168714	17.07142903	16.25542797	40.05492311	33.0112779	36.25471634	28.885332	22.91701233	25.44243954
3300002I08Rik	0.388165162	0.495712175	0.219489802	0.264623246	0.359882508	0.250877349	0.25271384	0.571609472	0.447525058	0.293433835
3830403N18Rik	1.977793921	1.029556057	2.292449041	1.134099626	1.745430162	0.585380482	2.216105986	0	2.480034695	0.724954179
3830406C13Rik	18.31769884	18.3794822	14.14489834	15.53716487	14.77317694	21.86814229	16.03760911	19.26323921	17.39753662	17.55424763
4833420G17Rik	26.93126863	25.54824289	27.82642932	27.25619433	33.79296747	26.78115705	31.55035101	33.72495886	26.08698149	34.31449783
4833439L19Rik	59.31533358	53.34625642	55.77479742	51.14789311	60.65819668	55.65295869	62.18704428	64.95388969	59.03601387	73.5655884
4921507P07Rik	0.110904332	0.266921941	0.073163267	0.075606642	0.035988251	0.062719337	0.699822943	0.190536491	0	0.379737904
4921524J17Rik	9.500804445	11.95428977	8.901530851	8.675862135	11.80414625	10.45322289	12.09138529	9.564931835	9.360732458	11.49570199
4921536K21Rik	0.646941937	1.029556057	0.658469405	0.359131548	0.791741517	0.627193374	0.797020574	1.02889705	0.764521974	0.552346041
4921539E11Rik	0	0.114395117	0	0	0	0	0	0	0	0
4930402F06Rik	0	0.019065853	0	0	0	0.167251566	0	0	0	0
4930404N11Rik	4.214364617	3.08866817	2.975306202	2.948659026	2.501183429	3.17777976	2.332743143	5.849470266	3.02079414	4.09081287
4930430F08Rik	3.438034293	1.77312432	1.926632705	2.116985968	1.63746541	2.947808856	1.78843641	3.467764131	2.08845027	2.468296373
4930438A08Rik	0.184840553	0.038131706	0.121938779	0.170114944	0.341888382	0.146345121	0.077758105	0.019053649	0.111881264	0.224390579
4930444P10Rik	0.055452166	0	0	0.037803321	0.035988251	0	0.077758105	0	0	0
4930447A16Rik	0	0	0	0	0	0	0	0	0.018646877	0
4930447C04Rik	0.110904332	0	0.024387756	0.056704981	0.287906006	0.083625783	0	0.076214596	0.018646877	0
4930453N24Rik	18.18831045	19.50436752	16.36418411	18.08888903	18.67790215	24.87867049	21.5973136	18.21528851	16.48383963	20.93736713
4930469K13Rik	0.221808664	0.72450241	0.438979604	0.86947638	0.323894257	0.062719337	0.427669576	0.838360559	0.484818813	0.880301504
4930486L24Rik	0	0	0	0	0	0	0	0	0	0
4930503B20Rik	0	0	0.024387756	0	0	0	0	0	0	0
4930503L19Rik	36.48752524	28.2174623	35.75244994	29.25977034	23.23041587	46.68409344	23.07471759	52.14983752	53.68436005	43.44546833
4930519G04Rik	0.055452166	0.019065853	0.438979604	0.302426567	0	0.062719337	0.019439526	0	0.186468774	0.517824414
4930522L14Rik	2.144150419	2.326034054	1.243775544	1.32311623	0.377876633	1.965205904	1.166371571	1.657667469	1.827393986	1.052909642
4930523C07Rik	10.25865071	12.75505559	11.65734725	13.59029385	12.27199351	5.31023723	11.52763903	5.773255669	10.38631072	13.42891313
4930544D05Rik	0	0	0	0	0	0	0	0	0	0
4930548H24Rik	0.018484055	0	0	0	0.017994125	0.209064458	0	0	0	0
4930550C14Rik	0.147872443	0.419448764	0.17071429	0	0.089970627	0.167251566	0	0.057160947	0.018646877	0
4930556J24Rik	0	0.076263412	0.048775512	0.037803321	0.071976502	0.167251566	0.058318579	0.076214596	0.037293755	0.103564883
4930558K02Rik	0	0.019065853	0	0	0.035988251	0.020906446	0.097197631	0.019053649	0	0.034521628
4930562C15Rik	0.295744885	0.038131706	0.219489802	0	0.035988251	0.041812892	0.174955736	0.152429193	0.037293755	0.051782441
4930563E22Rik	0.221808664	0.038131706	0	0.037803321	0.179941254	0	0.097197631	0	0	0.086304069
4930579G24Rik	3.548938625	4.918990049	2.438775576	2.835249064	3.059001316	7.526320484	2.799291771	5.468397284	3.990431765	3.072424856
4930590J08Rik	0.628457882	0.152526823	0.17071429	0.45363985	0.125958878	0.020906446	0.466548629	0.114321894	0.149175019	0.189868952
4930595D18Rik	0.129388387	0.228790235	0.243877558	0.226819925	0.107964752	0.041812892	0.15551621	0.133375544	0.018646877	0.172608138
4931406B18Rik	0.018484055	0.076263412	1.146224521	0.491443171	0.197935379	0.104532229	0.758141521	0.285804736	0.484818813	0.276173021
4931406C07Rik	35.95148764	34.87144496	27.63132727	24.09961704	15.58291258	27.32472464	14.63796322	40.33657509	26.64638781	19.71184936
4931414P19Rik	2.994416965	2.764548671	2.438775576	2.532822497	4.624490224	4.892108314	3.304719452	4.72530497	2.330859676	4.36698589
4931422A03Rik	0.536037605	0.438514617	0.195102046	0.491443171	0.053982376	0.54356759	0.116637157	1.143218944	0.857756361	1.035648828
4931428F04Rik	1.922341755	1.124885321	2.438775576	1.625542797	2.015342043	3.156873314	1.438524938	4.496661181	1.790100231	2.571861256
4931428L18Rik	0	0	0.121938779	0.132311623	0.107964752	0	0.25271384	0	0.354290671	0
4932414N04Rik	0	0	0	0	0	0	0	0	0	0
4932438A13Rik	36.65388174	34.41386449	42.92245013	40.56296327	21.10710908	31.02516555	21.13076497	67.10695204	50.30927524	44.82633343
4932438H23Rik	0.905718712	0.514778028	0.536530627	0.604853134	0.161947128	0.146345121	0.15551621	0.038107298	0.149175019	0.13808651
4933407L21Rik	0.018484055	0.019065853	0	0	0.017994125	0	0.058318579	0.038107298	0	0
4933424G06Rik	0.055452166	0.038131706	0	0.075606642	0.035988251	0.083625783	0.097197631	0.076214596	0	0
4933427D14Rik	0.036968111	0.190658529	0.073163267	0	0.017994125	0.209064458	0.019439526	0.228643789	0.093234387	0.017260814
4933428G20Rik	1.201463597	1.391807262	0.756020428	2.022477666	1.097641649	0.836257832	1.321887781	0.400126631	0.615346954	0.604128483
4933430I17Rik	0.480585439	0.419448764	0.512142871	0.604853134	0.089970627	0.209064458	0.233274314	0.495394876	0.764521974	0.327955462
4933434E20Rik	11.2567897	12.41187024	11.53540847	12.79642411	13.85547655	12.54386747	13.0633616	8.059693558	12.47476099	9.804142236
5031439G07Rik	372.0100978	378.6859704	335.1609274	345.2388277	359.4326546	351.5627924	374.1331211	346.7573595	343.9975944	349.842174
5430401F13Rik	0	0	0.024387756	0	0	0	0	0.019053649	0	0
5430403G16Rik	0.258776775	0.438514617	0.341428581	0.585951473	0.521829636	0.689912711	0.8164601	0.381072981	0.689934464	0.673171738
5730409E04Rik	8.096016239	6.749311928	4.487347059	7.938697379	4.264607716	7.798104279	4.315574814	7.126064754	4.587131842	3.486684387
5730455P16Rik	10.40652316	9.437597187	8.267449201	7.825287416	9.878774837	12.9201835	11.15828803	15.54777764	10.83383577	10.42553153
5730480H06Rik	7.301201859	5.490965636	4.19469399	5.254661598	5.11033161	7.087285122	7.542536162	7.983478962	5.482181958	4.039030428
5730507C01Rik	0	0.171592676	0	0.056704981	0.179941254	0.209064458	0.213834788	0.342965683	0.335643793	0.172608138
5730522E02Rik	0	0	0	0.075606642	0	0.020906446	0	0	0	0.051782441
6030458C11Rik	22.23631857	22.21171863	19.16877602	17.84316744	16.21270697	24.39782223	18.05931983	29.70463891	22.46948728	21.07545365
6030468B19Rik	0.073936221	0.019065853	0	0.151213283	0.197935379	0.125438675	0.058318579	0.019053649	0.07458751	0.120825697
6030498E09Rik	0	0	0	0	0	0	0	0	0	0
6330403K07Rik	0.129388387	0.190658529	0.317040825	0.283524906	0.521829636	0.020906446	0.505427681	0.20959014	0.186468774	0.069043255
6330409D20Rik	0.073936221	0.076263412	0.707244917	1.058492984	0.719765015	0.062719337	1.030294888	0.838360559	0.466171935	0.690432552
6330411D24Rik	0	0	0	0	0.017994125	0	0	0	0	0
6430548M08Rik	60.46134502	62.23094388	60.18898121	55.43857003	91.12225095	53.85500435	102.2130287	54.4743827	50.70085967	71.51155156
6430550D23Rik	0.499069494	0.552909734	0.80479594	0.623754794	0.197935379	0.292690241	0.349911471	0.400126631	0.5780532	0.13808651
6430571L13Rik	0.27726083	0	0.024387756	0	0.017994125	0.020906446	0	0.095268245	0	0.379737904
6430628N08Rik	0	0	0	0	0	0	0	0	0	0
6720489N17Rik	1.848405534	0.762634116	0.902346963	0.737164757	1.043659272	2.236989699	1.283008729	2.457920731	1.547690825	1.432647545
6820408C15Rik	0	0.038131706	0	0	0.017994125	0	0	0	0.111881264	0.017260814
7530416G11Rik	0	0.019065853	0	0	0.017994125	0	0	0	0.055940632	0
8030462N17Rik	0.720878158	0.571975587	0.853571451	1.058492984	0.827729768	0.79444494	0.738701995	1.086057997	0.5780532	0.793997435
9030025P20Rik	1.534176593	1.506202379	1.048673498	2.438314195	1.565488909	1.651609217	1.749557357	1.543345575	1.137459522	0.914823131
9030624G23Rik	0	0.095329265	0	0.075606642	0	0	0	0	0.018646877	0.017260814
9130008F23Rik	0.683910048	0.648238999	0.317040825	0.340229888	0.647788514	0.104532229	1.244129676	0.476341227	0.596700077	1.346343476
9130019O22Rik	1.9038577	3.755973022	3.121632737	3.062068989	1.745430162	2.278802591	1.6329202	2.610349923	2.163037779	1.950471959
9130023H24Rik	2.014762032	1.410873115	0.63408165	1.531034494	2.051330294	3.240499097	1.982831671	3.543978728	2.312212798	2.036776028
9130230L23Rik	2.69867208	2.287902348	5.414081778	4.536398502	3.544842701	1.609796326	3.071445138	2.553188976	3.561553585	2.123080097
9130401M01Rik	2.365959083	2.154441378	1.560816368	1.965772684	1.997347918	2.508773495	2.566017457	1.143218944	2.44274094	2.105819283
9230102O04Rik	0	0	0	0	0	0	0	0	0	0
9330159F19Rik	0.129388387	0.171592676	0	0.132311623	0.395870758	0.020906446	0.077758105	0.019053649	0.130528142	0.310694648
9430015G10Rik	11.44163026	8.045789925	8.511326759	6.615581149	9.536886455	13.61009621	7.989645264	15.3381875	12.08317656	11.53022362
9430038I01Rik	12.23644463	14.69977259	9.462449234	13.91162207	15.3849772	15.617115	14.44356796	8.555088434	10.2371357	8.699450153
9430069I07Rik	0.240292719	0.285987794	0	0.075606642	0	0.104532229	0	0.038107298	0.149175019	0.293433835
9530068E07Rik	197.5021313	203.9283627	174.6163312	182.9491713	142.9633262	167.9205726	148.8290125	158.5263603	167.6540748	147.9079134
9530077C05Rik	0	0.152526823	1.316938811	0.850574719	0.773747392	0.250877349	0.388790524	0.704985016	0.596700077	0.86304069
9830107B12Rik	0	0.019065853	0.146326535	0.189016604	0.035988251	0	0.233274314	0	0.037293755	0.034521628
9930012K11Rik	1.053591154	0.571975587	0.63408165	0.45363985	1.205606401	0.878070723	0.66094389	0.990789752	1.137459522	0.552346041
9930021J03Rik	29.64842476	27.58828915	33.82581723	32.0005111	28.35874161	24.23057067	23.42462906	42.48963743	32.96767926	27.11673847
9930022D16Rik	3.271677795	2.459495024	5.999387916	3.950447029	3.400889698	3.867692471	4.140619079	5.582719179	3.915844255	3.624770897
9930104L06Rik	10.53591154	9.45666304	9.413673722	7.144827641	13.13571153	14.34182181	12.03306671	14.38550505	11.59835775	12.56587244
9930111J21Rik1	1.275399818	1.449004821	1.560816368	2.022477666	0.449853135	1.296199639	1.108052993	3.886944411	1.883334618	3.106946483
9930111J21Rik2	13.23458362	16.62542373	14.46193916	14.80000011	9.572874705	10.30687777	11.85811098	21.13049682	13.87327679	20.81654144
a	0.036968111	0.362251205	0.024387756	0.037803321	0	0.062719337	0	0.057160947	0	0
A030005L19Rik	0.018484055	0.285987794	0.024387756	0.151213283	0.017994125	0.083625783	0.019439526	0.038107298	0.07458751	0.258912207
A130010J15Rik	5.027663052	3.527182787	3.755714387	2.986462347	2.987024814	4.11856982	3.285279926	6.211489598	5.295713184	2.761730207
A1cf	0	0	0	0	0	0.041812892	0	0	0	0
A3galt2	0.110904332	0.514778028	0.512142871	0.113409963	0.089970627	0.250877349	0.077758105	0.666877718	0.223762529	0.189868952
A430005L14Rik	27.65214679	28.67504277	22.68061285	25.51724157	31.56169593	31.71507826	27.35141335	21.87358914	20.86585582	21.24806178
